Sample	Group
H37Rv_RIF_D8_OTB_drug_transcriptome_U_R1_S19_R1	7323
HN878_RIF_D1_OTB_drug_transcriptome_U_R1_S13_R1	7322
HN878_RIF_D1_OTB_drug_transcriptome_U_R2_S14_R1	7322
HN878_RIF_D1_OTB_drug_transcriptome_U_R3_S15_R1	7322
HN878_RIF_D8_OTB_drug_transcriptome_U_R1_S28_R1	7323
HN878_RIF_D8_OTB_drug_transcriptome_U_R3_S29_R1	7323
SA161_RIF_D1_OTB_drug_transcriptome_U_R1_S7_R1	7322
SA161_RIF_D1_OTB_drug_transcriptome_U_R2_S8_R1	7322
SA161_RIF_D8_OTB_drug_transcriptome_U_R1_S23_R1	7323
SA161_RIF_D8_OTB_drug_transcriptome_U_R2_S24_R1	7323
SA161_RIF_D8_OTB_drug_transcriptome_U_R3_S25_R1	7323
SG1_RIF_D1_OTB_drug_transcriptome_U_R1_S16_R1	7322
SG1_RIF_D1_OTB_drug_transcriptome_U_R2_S17_R1	7322
SG1_RIF_D1_OTB_drug_transcriptome_U_R3_S18_R1	7322
SG1_RIF_D8_OTB_drug_transcriptome_U_R1_S30_R1	7323
SG1_RIF_D8_OTB_drug_transcriptome_U_R2_S31_R1	7323
SG1_RIF_D8_OTB_drug_transcriptome_U_R3_S32_R1	7323
T46_RIF_D8_OTB_drug_transcriptome_U_R1_S26_R1	7323
T46_RIF_D8_OTB_drug_transcriptome_U_R2_S27_R1	7323
CDC1551_RIF_D0_OTB.Transcriptomics_U_R1	7351
CDC1552_RIF_D0_OTB.Transcriptomics_U_R2	7351
CDC1553_RIF_D0_OTB.Transcriptomics_U_R3	7351
H37Rv_RIF_D0_OTB.Transcriptomics_U_R1	7351
H37Rv_RIF_D0_OTB.Transcriptomics_U_R2	7351
H37Rv_RIF_D0_OTB.Transcriptomics_U_R3	7351
HN878_RIF_D0_OTB.Transcriptomics_U_R1	7351
HN878_RIF_D0_OTB.Transcriptomics_U_R2	7351
HN878_RIF_D0_OTB.Transcriptomics_U_R3	7351
SA161_RIF_D0_OTB.Transcriptomics_U_R1	7351
SA161_RIF_D0_OTB.Transcriptomics_U_R2	7351
SA161_RIF_D0_OTB.Transcriptomics_U_R3	7351
SG1_RIF_D0_OTB.Transcriptomics_U_R1	7351
SG1_RIF_D0_OTB.Transcriptomics_U_R2	7351
SG1_RIF_D0_OTB.Transcriptomics_U_R3	7351
T46x_RIF_D0_OTB.Transcriptomics_U_R1	7351
T46x_RIF_D0_OTB.Transcriptomics_U_R2	7351
T46x_RIF_D0_OTB.Transcriptomics_U_R3	7351
CDC1552_RIF_D1_OTB.Transcriptomics_U_R2	7322
CDC1553_RIF_D1_OTB.Transcriptomics_U_R3	7322
H37Rv_RIF_D1_OTB.Transcriptomics_U_R1	7322
H37Rv_RIF_D1_OTB.Transcriptomics_U_R2	7322
H37Rv_RIF_D1_OTB.Transcriptomics_U_R3	7322
HN878_RIF_D1_OTB.Transcriptomics_U_R1	7322
HN878_RIF_D1_OTB.Transcriptomics_U_R2	7322
HN878_RIF_D1_OTB.Transcriptomics_U_R3	7322
SA161_RIF_D1_OTB.Transcriptomics_U_R1	7322
SA161_RIF_D1_OTB.Transcriptomics_U_R2	7322
SA161_RIF_D1_OTB.Transcriptomics_U_R3	7322
SG1_RIF_D1_OTB.Transcriptomics_U_R1	7322
SG1_RIF_D1_OTB.Transcriptomics_U_R2	7322
SG1_RIF_D1_OTB.Transcriptomics_U_R3	7322
T46x_RIF_D1_OTB.Transcriptomics_U_R1	7322
T46x_RIF_D1_OTB.Transcriptomics_U_R2	7322
T46x_RIF_D1_OTB.Transcriptomics_U_R3	7322
NoDrug16_r1	7354
NoDrug16_r3	7354
NoDrug16_r4	7354
NoDrug48_r1	7355
NoDrug48_r2	7355
NoDrug48_r4	7355
SEL16_r2	7327
SEL16_r3	7327
SEL16_r4	7327
SEL48_r1	7330
SEL48_r2	7330
SEL48_r3	7330
EMB16_r1	7271
EMB16_r2	7271
EMB16_r3	7271
EMB48_r1	7272
EMB48_r2	7272
EMB48_r4	7272
BTZ16_r2	7253
BTZ16_r3	7253
BTZ16_r4	7253
BTZ48_r1	7254
BTZ48_r2	7254
BTZ48_r3	7254
SEL.EMB48_r1	7332
SEL.EMB48_r3	7332
SEL.EMB48_r4	7332
SEL.BTZ48_r1	7331
SEL.BTZ48_r2	7331
SEL.BTZ48_r3	7331
EMB.BTZ48_r1	7273
EMB.BTZ48_r2	7273
EMB.BTZ48_r3	7273
Triple48_r1	7333
Triple48_r2	7333
Triple48_r4	7333
A17_PulledDown_S6	7325
B11_PulledDown_S7	7325
B12_PulledDown_S8	7325
B13_PulledDown_S9	7325
B15_PulledDown_S10	7325
B16_PulledDown_S11	7325
HN878_broth_R1_S1	7354
HN878_broth_R2_S2	7354
HN878_broth_R3_S3	7354
HN878_mimic_D14_R1_S7	7281
HN878_mimic_D14_R2_S8	7281
HN878_mimic_D14_R3_S9	7281
HN878_mimic_D28_R1_S10	7282
HN878_mimic_D28_R2_S11	7282
HN878_mimic_D42_R1_S12	7283
HN878_mimic_D42_R2_S13	7283
HN878_mimic_D42_R3_S14	7283
HN878_mimic_D7_R2_S5	7280
HN878_mimic_D7_R3_S6	7280
HN878_R1_1Probe	7354
HN878_R2_1Probe	7354
iMTB_0_S31	7277
iMTB_28_S19	7278
iMTB_42_S20	7279
KA_2_S12	7350
KA_3_S13	7350
LLL_Cav_L2_20mm_18_S24	7325
LLL_Cav_L2_20mm_21_S25	7325
LUL_Cav_L1_15mm_12_S22	7325
LUL_Cav_L1_15_S14	7325
R002_12_S4	7325
R002_14_S5	7325
R002_3_S1	7325
R002_7_S2	7325
R002_9_S3	7325
R006_11_S8	7325
R006_13_S9	7325
R006_17_S10	7325
R006_19_S11	7325
R006_7_S6	7325
R006_9_S7	7325
R011_L41_22_S23	7325
R011_L5_18_S21	7325
R011_L5_19_S22	7325
R011_R3_25_S24	7325
R011_R4_31_S28	7325
RLL_Cav_Cluster_R4_13mm_23_S26	7325
RLL_Cav_R3_18mm_X_15mm_16_S23	7325
RLL_Cav_R3_28_S15	7325
RUL_Cav_R1_30mm_X_22mm_26_S27	7325
RUL_Cav_R2_18mm_X_12mm_27_S28	7325
RUL_Cav_R2_18mm_X_12mm_8_S21	7325
Stearic_acid_0_S29	7342
Stearic_acid_14_S30	7343
Stearic_acid_28_S16	7344
Stearic_acid_42_S17	7345
Rv_T0_Set_A_1__R1__S22	7351
Rv_T0_Set_A_1__R2_S23	7351
Rv_T0_Set_A_1__R3_S24	7351
Rv_T0_Set_A_2__R1__S31	7351
Rv_T0_Set_A_2__R2_S32	7351
Rv_T0_Set_B_1_R1__S45	7351
Rv_T0_Set_B_1_R2_S46	7351
Rv_T16_Set_A_1__R1__S25	7354
Rv_T16_Set_A_1__R2_S26	7354
Rv_T16_Set_A_1__R3_S27	7354
Rv_T16_Set_A_2__R1__S33	7354
Rv_T16_Set_A_2__R2_S34	7354
Rv_T16_Set_B_1_R1__S47	7354
Rv_T16_Set_B_1_R2_S48	7354
CTL_1	7355
CTL_2	7355
CTL_3	7355
INH_1	7356
INH_2	7356
INH_3	7356
INH_BDQ_1	7357
INH_BDQ_2	7357
INH_BDQ_3	7357
INH_ROT_1	7358
INH_ROT_2	7358
INH_ROT_3	7358
INH_CFZ_1	7359
INH_CFZ_2	7359
INH_CFZ_3	7359
INH_Q203_1	7360
INH_Q203_2	7360
INH_Q203_3	7360
H37Rv_UT_1	7361
H37Rv_UT_2	7361
H37Rv_UT_3	7361
H37Rv_BDQ_1	7362
H37Rv_BDQ_2	7362
H37Rv_BDQ_3	7362
dKatG_UT_1	7363
dKatG_UT_2	7363
dKatG_UT_3	7363
dKatG_BDQ_1	7364
dKatG_BDQ_2	7364
dKatG_BDQ_3	7364
